system:time_start,COD Var.,NDVI,,,,,,,,,,,,
14-Jan-15,0,0.34,0.359,0.237,0.269,0.272,,0.477,0.177,0.251,0.181,0.344,,Start Date: 2015-01-14
15-Jan-15,0,0.343,0.349,0.229,0.271,0.274,,0.468,0.174,0.244,0.169,0.354,,First 5: East
16-Jan-15,0,0.346,0.347,0.228,0.278,0.276,,0.466,0.173,0.228,0.154,0.369,,Last 5: West
17-Jan-15,0,0.335,0.344,0.294,0.305,0.29,,0.457,0.138,0.239,0.18,0.368,,South to North
18-Jan-15,0,0.335,0.357,0.266,0.288,0.3,,0.461,0.167,0.225,0.208,0.376,,
19-Jan-15,0,0.337,0.36,0.265,0.28,0.305,,0.463,0.17,0.225,0.2,0.371,,
20-Jan-15,0,0.341,0.36,0.263,0.279,0.306,,0.47,0.19,0.217,0.226,0.388,,
21-Jan-15,0,0.341,0.358,0.262,0.274,0.304,,0.471,0.197,0.226,0.196,0.387,,
22-Jan-15,0,0.345,0.345,0.256,0.266,0.31,,0.485,0.214,0.198,0.205,0.391,,
23-Jan-15,0,0.345,0.348,0.257,0.259,0.31,,0.484,0.214,0.22,0.188,0.39,,
24-Jan-15,0,0.339,0.34,0.253,0.259,0.299,,0.482,0.203,0.218,0.184,0.377,,
25-Jan-15,0,0.339,0.34,0.252,0.257,0.3,,0.481,0.208,0.23,0.203,0.371,,
26-Jan-15,0,0.339,0.339,0.252,0.257,0.3,,0.482,0.216,0.229,0.181,0.369,,
27-Jan-15,0,0.338,0.337,0.252,0.256,0.299,,0.482,0.219,0.227,0.198,0.365,,
28-Jan-15,0,0.338,0.336,0.251,0.254,0.298,,0.483,0.22,0.228,0.198,0.364,,
29-Jan-15,0,0.337,0.332,0.26,0.243,0.296,,0.484,0.225,0.239,0.18,0.349,,
30-Jan-15,0,0.336,0.332,0.259,0.242,0.296,,0.484,0.205,0.241,0.193,0.348,,
31-Jan-15,0,0.335,0.331,0.259,0.242,0.294,,0.484,0.204,0.241,0.194,0.346,,
1-Feb-15,0,0.333,0.332,0.256,0.236,0.294,,0.485,0.203,0.242,0.18,0.345,,
2-Feb-15,0,0.336,0.332,0.234,0.229,0.293,,0.496,0.213,0.227,0.192,0.356,,
3-Feb-15,0,0.338,0.325,0.245,0.23,0.286,,0.498,0.208,0.23,0.181,0.372,,
4-Feb-15,0,0.33,0.318,0.271,0.254,0.282,,0.496,0.212,0.276,0.186,0.403,,
