system:time_start,COD Var.,NDVI,NDVI,NDVI,NDVI,NDVI,,NDVI,NDVI,NDVI,NDVI,NDVI,,
1-Mar-16,0,0.353,0.353,0.313,0.313,0.262,,0.194,0.194,0.275,0.296,0.276,,
2-Mar-16,0,0.337,0.337,0.315,0.315,0.275,,0.194,0.194,0.275,0.297,0.284,,
3-Mar-16,0,0.365,0.365,0.3,0.3,0.267,,0.197,0.197,0.264,0.288,0.275,,
4-Mar-16,0,0.357,0.357,0.299,0.299,0.269,,0.195,0.195,0.266,0.282,0.265,,
5-Mar-16,0,0.354,0.354,0.302,0.302,0.281,,0.186,0.186,0.27,0.277,0.271,,
6-Mar-16,0,0.351,0.351,0.305,0.305,0.278,,0.185,0.185,0.27,0.277,0.27,,
7-Mar-16,0,0.35,0.35,0.305,0.305,0.277,,0.184,0.184,0.269,0.277,0.27,,
8-Mar-16,0,0.368,0.368,0.307,0.307,0.282,,0.193,0.193,0.267,0.266,0.268,,
9-Mar-16,0,0.354,0.354,0.306,0.306,0.282,,0.192,0.192,0.248,0.28,0.268,,
10-Mar-16,0,0.342,0.342,0.303,0.303,0.283,,0.198,0.198,0.244,0.285,0.267,,
11-Mar-16,0,0.347,0.347,0.302,0.302,0.284,,0.198,0.198,0.244,0.285,0.267,,
12-Mar-16,0,0.346,0.346,0.302,0.302,0.284,,0.197,0.197,0.243,0.285,0.267,,
13-Mar-16,0,0.345,0.345,0.301,0.301,0.284,,0.197,0.197,0.242,0.284,0.266,,
14-Mar-16,0,0.344,0.344,0.3,0.3,0.285,,0.196,0.196,0.242,0.284,0.266,,
15-Mar-16,0,0.344,0.344,0.301,0.301,0.281,,0.196,0.196,0.242,0.279,0.266,,
16-Mar-16,0,0.348,0.348,0.3,0.3,0.282,,0.195,0.195,0.249,0.259,0.264,,
17-Mar-16,0,0.351,0.351,0.3,0.3,0.283,,0.204,0.204,0.25,0.261,0.261,,
18-Mar-16,0,0.355,0.355,0.3,0.3,0.277,,0.203,0.203,0.252,0.261,0.26,,
19-Mar-16,0,0.335,0.335,0.295,0.295,0.277,,0.212,0.212,0.255,0.259,0.266,,
20-Mar-16,0,0.325,0.325,0.296,0.296,0.28,,0.211,0.211,0.255,0.259,0.261,,
21-Mar-16,0,0.326,0.326,0.294,0.294,0.279,,0.209,0.209,0.254,0.258,0.258,,
22-Mar-16,0,0.319,0.319,0.294,0.294,0.278,,0.203,0.203,0.255,0.251,0.258,,
23-Mar-16,0,0.317,0.317,0.293,0.293,0.278,,0.202,0.202,0.255,0.251,0.257,,
24-Mar-16,0,0.309,0.309,0.293,0.293,0.278,,0.203,0.203,0.26,0.25,0.257,,
25-Mar-16,0,0.307,0.307,0.291,0.291,0.282,,0.202,0.202,0.259,0.248,0.257,,
26-Mar-16,0,0.307,0.307,0.291,0.291,0.291,,0.203,0.203,0.263,0.234,0.253,,
27-Mar-16,0,0.319,0.319,0.291,0.291,0.293,,0.202,0.202,0.263,0.242,0.252,,
28-Mar-16,0,0.336,0.336,0.29,0.29,0.289,,0.201,0.201,0.263,0.241,0.253,,
29-Mar-16,0,0.336,0.336,0.29,0.29,0.289,,0.202,0.202,0.262,0.239,0.253,,
30-Mar-16,0,0.336,0.336,0.289,0.289,0.289,,0.201,0.201,0.262,0.238,0.253,,
31-Mar-16,0,0.334,0.334,0.289,0.289,0.29,,0.201,0.201,0.264,0.239,0.252,,
1-Apr-16,0,0.332,0.332,0.287,0.287,0.292,,0.2,0.2,0.263,0.233,0.25,,
2-Apr-16,0,0.336,0.336,0.288,0.288,0.293,,0.202,0.202,0.264,0.222,0.25,,
3-Apr-16,0,0.346,0.346,0.286,0.286,0.295,,0.201,0.201,0.266,0.222,0.25,,
4-Apr-16,0,0.36,0.36,0.287,0.287,0.293,,0.199,0.199,0.268,0.222,0.244,,
5-Apr-16,0,0.367,0.367,0.287,0.287,0.293,,0.191,0.191,0.263,0.221,0.249,,
6-Apr-16,0,0.352,0.352,0.292,0.292,0.293,,0.19,0.19,0.262,0.221,0.249,,
7-Apr-16,0,0.345,0.345,0.291,0.291,0.292,,0.196,0.196,0.269,0.232,0.244,,
8-Apr-16,0,0.339,0.339,0.291,0.291,0.292,,0.195,0.195,0.267,0.244,0.244,,
9-Apr-16,0,0.338,0.338,0.289,0.289,0.287,,0.184,0.184,0.253,0.246,0.241,,
10-Apr-16,0,0.337,0.337,0.288,0.288,0.285,,0.183,0.183,0.253,0.248,0.241,,
11-Apr-16,0,0.33,0.33,0.284,0.284,0.278,,0.179,0.179,0.253,0.248,0.244,,
12-Apr-16,0,0.325,0.325,0.276,0.276,0.266,,0.172,0.172,0.257,0.244,0.245,,
13-Apr-16,0,0.323,0.323,0.281,0.281,0.268,,0.172,0.172,0.255,0.243,0.236,,
14-Apr-16,0,0.322,0.322,0.279,0.279,0.267,,0.163,0.163,0.255,0.243,0.232,,
15-Apr-16,0,0.326,0.326,0.277,0.277,0.265,,0.162,0.162,0.255,0.242,0.232,,
16-Apr-16,0,0.321,0.321,0.277,0.277,0.265,,0.164,0.164,0.25,0.244,0.232,,
17-Apr-16,0,0.32,0.32,0.276,0.276,0.265,,0.164,0.164,0.25,0.245,0.231,,
18-Apr-16,0,0.323,0.323,0.276,0.276,0.265,,0.166,0.166,0.246,0.244,0.23,,
19-Apr-16,0,0.324,0.324,0.275,0.275,0.265,,0.165,0.165,0.246,0.244,0.23,,
20-Apr-16,0,0.324,0.324,0.275,0.275,0.265,,0.164,0.164,0.245,0.244,0.229,,
21-Apr-16,0,0.324,0.324,0.274,0.274,0.26,,0.166,0.166,0.244,0.244,0.225,,
22-Apr-16,0,0.327,0.327,0.269,0.269,0.26,,0.165,0.165,0.244,0.244,0.225,,
23-Apr-16,0,0.331,0.331,0.267,0.267,0.258,,0.165,0.165,0.241,0.244,0.223,,
24-Apr-16,0,0.332,0.332,0.267,0.267,0.258,,0.165,0.165,0.237,0.244,0.223,,
25-Apr-16,0,0.326,0.326,0.267,0.267,0.26,,0.167,0.167,0.239,0.244,0.222,,
26-Apr-16,0,0.323,0.323,0.268,0.268,0.257,,0.166,0.166,0.239,0.244,0.222,,
27-Apr-16,0,0.337,0.337,0.271,0.271,0.257,,0.163,0.163,0.239,0.243,0.221,,
28-Apr-16,0,0.336,0.336,0.285,0.285,0.262,,0.168,0.168,0.237,0.245,0.22,,
29-Apr-16,0,0.359,0.359,0.261,0.261,0.263,,0.168,0.168,0.22,0.246,0.219,,
30-Apr-16,0,0.369,0.369,0.264,0.264,0.264,,0.176,0.176,0.257,0.244,0.221,,
1-May-16,0,0.371,0.371,0.262,0.262,0.263,,0.175,0.175,0.258,0.245,0.218,,
2-May-16,0,0.379,0.379,0.261,0.261,0.264,,0.177,0.177,0.262,0.242,0.217,,
3-May-16,0,0.386,0.386,0.26,0.26,0.264,,0.176,0.176,0.257,0.239,0.217,,
4-May-16,0,0.382,0.382,0.262,0.262,0.258,,0.178,0.178,0.259,0.241,0.214,,
5-May-16,0,0.383,0.383,0.262,0.262,0.258,,0.177,0.177,0.258,0.24,0.214,,
6-May-16,0,0.388,0.388,0.266,0.266,0.258,,0.177,0.177,0.272,0.246,0.221,,
7-May-16,0,0.389,0.389,0.266,0.266,0.26,,0.176,0.176,0.272,0.246,0.221,,
8-May-16,0,0.389,0.389,0.266,0.266,0.26,,0.176,0.176,0.272,0.246,0.221,,
9-May-16,0,0.389,0.389,0.265,0.265,0.26,,0.171,0.171,0.28,0.246,0.226,,
10-May-16,0,0.39,0.39,0.265,0.265,0.26,,0.171,0.171,0.28,0.246,0.226,,
11-May-16,0,0.408,0.408,0.265,0.265,0.264,,0.184,0.184,0.285,0.259,0.229,,
12-May-16,0,0.412,0.412,0.267,0.267,0.264,,0.184,0.184,0.286,0.259,0.229,,
13-May-16,0,0.413,0.413,0.266,0.266,0.264,,0.184,0.184,0.286,0.259,0.23,,
14-May-16,0,0.413,0.413,0.271,0.271,0.26,,0.169,0.169,0.291,0.259,0.23,,
15-May-16,0,0.393,0.393,0.27,0.27,0.268,,0.153,0.153,0.291,0.26,0.228,,
16-May-16,0,0.392,0.392,0.271,0.271,0.268,,0.153,0.153,0.28,0.26,0.228,,
17-May-16,0,0.393,0.393,0.271,0.271,0.268,,0.152,0.152,0.279,0.26,0.228,,
18-May-16,0,0.393,0.393,0.271,0.271,0.268,,0.152,0.152,0.279,0.26,0.227,,
19-May-16,0,0.393,0.393,0.271,0.271,0.269,,0.15,0.15,0.247,0.234,0.227,,
20-May-16,0,0.387,0.387,0.271,0.271,0.265,,0.153,0.153,0.252,0.229,0.231,,
21-May-16,0,0.387,0.387,0.274,0.274,0.265,,0.152,0.152,0.252,0.228,0.23,,
22-May-16,0,0.383,0.383,0.274,0.274,0.267,,0.151,0.151,0.256,0.227,0.226,,
23-May-16,0,0.383,0.383,0.274,0.274,0.266,,0.151,0.151,0.256,0.227,0.225,,
24-May-16,0,0.382,0.382,0.274,0.274,0.266,,0.152,0.152,0.256,0.227,0.225,,
25-May-16,0,0.361,0.361,0.272,0.272,0.266,,0.152,0.152,0.256,0.226,0.225,,
26-May-16,0,0.364,0.364,0.28,0.28,0.266,,0.153,0.153,0.256,0.226,0.225,,
27-May-16,0,0.358,0.358,0.28,0.28,0.253,,0.141,0.141,0.251,0.223,0.222,,
28-May-16,0,0.335,0.335,0.28,0.28,0.252,,0.14,0.14,0.251,0.223,0.222,,
29-May-16,0,0.319,0.319,0.277,0.277,0.257,,0.14,0.14,0.248,0.225,0.222,,
30-May-16,0,0.319,0.319,0.27,0.27,0.262,,0.143,0.143,0.25,0.224,0.22,,
31-May-16,0,0.331,0.331,0.271,0.271,0.255,,0.151,0.151,0.251,0.223,0.217,,
1-Jun-16,0,0.311,0.311,0.269,0.269,0.255,,0.149,0.149,0.257,0.223,0.217,,
2-Jun-16,0,0.311,0.311,0.269,0.269,0.255,,0.148,0.148,0.257,0.223,0.216,,
3-Jun-16,0,0.31,0.31,0.269,0.269,0.255,,0.146,0.146,0.257,0.223,0.216,,
4-Jun-16,0,0.308,0.308,0.269,0.269,0.256,,0.145,0.145,0.246,0.22,0.216,,
5-Jun-16,0,0.31,0.31,0.268,0.268,0.259,,,,0.246,0.228,0.204,,
6-Jun-16,0,0.309,0.309,0.262,0.262,0.26,,,,0.245,0.227,0.204,,
7-Jun-16,0,0.308,0.308,0.262,0.262,0.259,,,,0.245,0.226,0.204,,
8-Jun-16,0,0.307,0.307,0.262,0.262,0.259,,,,0.245,0.227,0.204,,
9-Jun-16,0,0.307,0.307,0.265,0.265,0.26,,,,0.245,0.226,0.204,,
10-Jun-16,0,0.302,0.302,0.264,0.264,0.261,,0.111,0.111,0.238,0.23,0.212,,
11-Jun-16,0,0.296,0.296,0.261,0.261,0.259,,0.111,0.111,0.238,0.234,0.212,,
12-Jun-16,0,0.294,0.294,0.26,0.26,0.259,,0.127,0.127,0.236,0.277,0.212,,
13-Jun-16,0,0.292,0.292,0.262,0.262,0.258,,0.127,0.127,0.236,0.277,0.212,,
14-Jun-16,Day of,0.311,0.311,0.264,0.264,0.256,,0.144,0.144,0.223,0.274,0.212,,
15-Jun-16,1,0.312,0.312,0.276,0.276,0.257,,0.144,0.144,0.223,0.281,0.212,,
16-Jun-16,1,0.314,0.314,0.271,0.271,0.255,,0.153,0.153,0.222,0.291,0.214,,
17-Jun-16,1,0.329,0.329,0.27,0.27,0.255,,0.159,0.159,0.215,0.288,0.218,,
18-Jun-16,1,0.329,0.329,0.27,0.27,0.255,,0.159,0.159,0.215,0.288,0.218,,
19-Jun-16,1,0.325,0.325,0.269,0.269,0.253,,0.157,0.157,0.214,0.289,0.217,,
20-Jun-16,1,0.325,0.325,0.269,0.269,0.253,,0.158,0.158,0.213,0.289,0.217,,
21-Jun-16,1,0.325,0.325,0.269,0.269,0.253,,0.158,0.158,0.213,0.288,0.217,,
22-Jun-16,1,0.324,0.324,0.268,0.268,0.253,,0.158,0.158,0.213,0.288,0.217,,
23-Jun-16,1,0.331,0.331,0.265,0.265,0.252,,0.15,0.15,0.218,0.282,0.217,,
24-Jun-16,1,0.332,0.332,0.264,0.264,0.251,,0.15,0.15,0.227,0.282,0.218,,
25-Jun-16,1,0.33,0.33,0.263,0.263,0.254,,0.207,0.207,0.228,0.282,0.217,,
26-Jun-16,1,0.327,0.327,0.261,0.261,0.248,,0.21,0.21,0.227,0.261,0.217,,
27-Jun-16,1,0.341,0.341,0.26,0.26,0.255,,0.211,0.211,0.227,0.245,0.217,,
28-Jun-16,1,0.341,0.341,0.26,0.26,0.257,,0.209,0.209,0.227,0.245,0.22,,
29-Jun-16,1,0.346,0.346,0.257,0.257,0.257,,0.21,0.21,0.228,0.244,0.219,,
30-Jun-16,1,0.343,0.343,0.257,0.257,0.26,,0.208,0.208,0.227,0.24,0.221,,
1-Jul-16,1,0.344,0.344,0.249,0.249,0.257,,0.222,0.222,0.223,0.228,0.22,,
2-Jul-16,1,0.366,0.366,0.239,0.239,0.262,,0.222,0.222,0.224,0.228,0.22,,
3-Jul-16,1,0.362,0.362,0.237,0.237,0.256,,0.231,0.231,0.222,0.227,0.216,,
4-Jul-16,1,0.363,0.363,0.24,0.24,0.256,,0.231,0.231,0.222,0.227,0.216,,
5-Jul-16,1,0.364,0.364,0.239,0.239,0.26,,0.232,0.232,0.224,0.221,0.216,,
6-Jul-16,1,0.345,0.345,0.251,0.251,0.257,,0.232,0.232,0.233,0.221,0.216,,
7-Jul-16,1,0.335,0.335,0.248,0.248,0.252,,0.232,0.232,0.233,0.223,0.216,,
8-Jul-16,1,0.336,0.336,0.255,0.255,0.258,,0.233,0.233,0.233,0.223,0.216,,
9-Jul-16,1,0.281,0.281,0.257,0.257,0.258,,0.23,0.23,0.233,0.223,0.218,,
10-Jul-16,1,0.274,0.274,0.257,0.257,0.253,,0.235,0.235,0.229,0.222,0.216,,
11-Jul-16,1,0.273,0.273,0.256,0.256,0.252,,0.242,0.242,0.228,0.228,0.23,,
12-Jul-16,1,0.274,0.274,0.255,0.255,0.252,,0.234,0.234,0.235,0.234,0.227,,
13-Jul-16,1,0.218,0.218,0.256,0.256,0.248,,0.234,0.234,0.234,0.235,0.227,,
14-Jul-16,1,0.219,0.219,0.254,0.254,0.249,,0.236,0.236,0.238,0.232,0.226,,
15-Jul-16,1,0.25,0.25,0.254,0.254,0.249,,0.213,0.213,0.245,0.232,0.226,,
16-Jul-16,1,0.254,0.254,0.254,0.254,0.247,,0.213,0.213,0.253,0.235,0.218,,
17-Jul-16,1,0.256,0.256,0.259,0.259,0.243,,0.212,0.212,0.259,0.246,0.217,,
18-Jul-16,1,0.257,0.257,0.257,0.257,0.243,,0.216,0.216,0.26,0.246,0.217,,
19-Jul-16,1,0.255,0.255,0.258,0.258,0.242,,0.217,0.217,0.257,0.245,0.218,,
20-Jul-16,1,0.258,0.258,0.258,0.258,0.244,,0.219,0.219,0.257,0.248,0.216,,
21-Jul-16,1,0.261,0.261,0.257,0.257,0.243,,0.221,0.221,0.255,0.251,0.215,,
22-Jul-16,1,0.262,0.262,0.259,0.259,0.243,,0.221,0.221,0.254,0.251,0.215,,
23-Jul-16,1,0.27,0.27,0.258,0.258,0.244,,0.221,0.221,0.249,0.245,0.214,,
24-Jul-16,1,0.27,0.27,0.256,0.256,0.241,,0.222,0.222,0.249,0.246,0.214,,
25-Jul-16,1,0.286,0.286,0.256,0.256,0.241,,0.223,0.223,0.244,0.249,0.221,,
26-Jul-16,1,0.281,0.281,0.258,0.258,0.243,,0.219,0.219,0.242,0.252,0.219,,
27-Jul-16,1,0.283,0.283,0.257,0.257,0.243,,0.221,0.221,0.24,0.253,0.22,,
28-Jul-16,1,0.284,0.284,0.258,0.258,0.243,,0.219,0.219,0.235,0.254,0.223,,
29-Jul-16,1,0.285,0.285,0.258,0.258,0.243,,0.219,0.219,0.235,0.253,0.223,,
30-Jul-16,1,0.288,0.288,0.259,0.259,0.244,,0.221,0.221,0.234,0.253,0.225,,
31-Jul-16,1,0.292,0.292,0.259,0.259,0.242,,0.223,0.223,0.226,0.253,0.226,,
1-Aug-16,1,0.294,0.294,0.259,0.259,0.24,,0.219,0.219,0.223,0.255,0.236,,
2-Aug-16,1,0.301,0.301,0.247,0.247,0.245,,0.224,0.224,0.221,0.251,0.237,,
3-Aug-16,1,0.301,0.301,0.247,0.247,0.245,,0.232,0.232,0.226,0.244,0.235,,
4-Aug-16,1,0.301,0.301,0.247,0.247,0.24,,0.232,0.232,0.226,0.244,0.229,,
5-Aug-16,1,0.318,0.318,0.247,0.247,0.24,,0.228,0.228,0.226,0.244,0.23,,
6-Aug-16,1,0.321,0.321,0.247,0.247,0.239,,0.225,0.225,0.233,0.228,0.231,,
7-Aug-16,1,0.327,0.327,0.243,0.243,0.239,,0.217,0.217,0.233,0.228,0.231,,
8-Aug-16,1,0.327,0.327,0.245,0.245,0.242,,0.211,0.211,0.235,0.246,0.23,,
9-Aug-16,1,0.33,0.33,0.244,0.244,0.243,,0.211,0.211,0.239,0.245,0.23,,
10-Aug-16,1,0.335,0.335,0.244,0.244,0.239,,0.211,0.211,0.237,0.244,0.227,,
11-Aug-16,1,0.353,0.353,0.243,0.243,0.233,,0.205,0.205,0.242,0.242,0.23,,
12-Aug-16,1,0.363,0.363,0.247,0.247,0.235,,0.206,0.206,0.242,0.241,0.23,,
13-Aug-16,1,0.367,0.367,0.246,0.246,0.234,,0.205,0.205,0.239,0.239,0.228,,
14-Aug-16,1,0.367,0.367,0.247,0.247,0.234,,0.213,0.213,0.238,0.24,0.228,,
15-Aug-16,1,0.363,0.363,0.246,0.246,0.235,,0.214,0.214,0.236,0.233,0.227,,
16-Aug-16,1,0.363,0.363,0.246,0.246,0.239,,0.214,0.214,0.235,0.237,0.227,,
17-Aug-16,1,0.362,0.362,0.247,0.247,0.236,,0.211,0.211,0.237,0.238,0.227,,
18-Aug-16,1,0.352,0.352,0.252,0.252,0.234,,0.214,0.214,0.239,0.238,0.229,,
19-Aug-16,1,0.346,0.346,0.252,0.252,0.241,,0.206,0.206,0.238,0.243,0.228,,
20-Aug-16,1,0.344,0.344,0.253,0.253,0.243,,0.209,0.209,0.239,0.244,0.233,,
21-Aug-16,1,0.339,0.339,0.253,0.253,0.241,,0.209,0.209,0.239,0.244,0.233,,
22-Aug-16,1,0.337,0.337,0.253,0.253,0.239,,0.209,0.209,0.237,0.248,0.233,,
23-Aug-16,1,0.335,0.335,0.252,0.252,0.239,,0.216,0.216,0.237,0.248,0.234,,
24-Aug-16,1,0.336,0.336,0.253,0.253,0.239,,0.217,0.217,0.237,0.248,0.234,,
25-Aug-16,1,0.333,0.333,0.255,0.255,0.242,,0.217,0.217,0.232,0.249,0.235,,
26-Aug-16,1,0.331,0.331,0.256,0.256,0.24,,0.218,0.218,0.236,0.257,0.235,,
27-Aug-16,1,0.319,0.319,0.251,0.251,0.24,,0.218,0.218,0.237,0.259,0.234,,
28-Aug-16,1,0.31,0.31,0.247,0.247,0.24,,0.218,0.218,0.237,0.261,0.235,,
29-Aug-16,1,0.307,0.307,0.248,0.248,0.24,,0.217,0.217,0.24,0.265,0.237,,
30-Aug-16,1,0.309,0.309,0.249,0.249,0.237,,0.218,0.218,0.241,0.266,0.237,,
31-Aug-16,1,0.311,0.311,0.25,0.25,0.237,,0.217,0.217,0.241,0.273,0.237,,
1-Sep-16,1,0.314,0.314,0.25,0.25,0.237,,0.217,0.217,0.241,0.273,0.237,,
2-Sep-16,1,0.314,0.314,0.249,0.249,0.24,,0.219,0.219,0.243,0.273,0.237,,
3-Sep-16,1,0.33,0.33,0.253,0.253,0.243,,0.215,0.215,0.243,0.272,0.246,,
4-Sep-16,1,0.346,0.346,0.254,0.254,0.242,,0.215,0.215,0.243,0.273,0.24,,
5-Sep-16,1,0.35,0.35,0.255,0.255,0.242,,0.216,0.216,0.244,0.273,0.235,,
6-Sep-16,1,0.348,0.348,0.254,0.254,0.24,,0.217,0.217,0.245,0.274,0.235,,
7-Sep-16,1,0.349,0.349,0.256,0.256,0.246,,0.217,0.217,0.247,0.276,0.235,,
8-Sep-16,1,0.347,0.347,0.258,0.258,0.246,,0.217,0.217,0.247,0.275,0.235,,
9-Sep-16,1,0.346,0.346,0.259,0.259,0.247,,0.216,0.216,0.246,0.269,0.236,,
10-Sep-16,1,0.338,0.338,0.258,0.258,0.244,,0.217,0.217,0.246,0.27,0.232,,
11-Sep-16,1,0.341,0.341,0.256,0.256,0.248,,0.213,0.213,0.245,0.27,0.229,,
12-Sep-16,1,0.344,0.344,0.259,0.259,0.251,,0.215,0.215,0.246,0.271,0.227,,
13-Sep-16,1,0.346,0.346,0.259,0.259,0.251,,0.215,0.215,0.246,0.271,0.228,,
14-Sep-16,1,0.351,0.351,0.258,0.258,0.251,,0.215,0.215,0.247,0.272,0.226,,
15-Sep-16,1,0.339,0.339,0.259,0.259,0.257,,0.215,0.215,0.247,0.256,0.226,,
16-Sep-16,1,0.34,0.34,0.256,0.256,0.252,,0.213,0.213,0.25,0.248,0.226,,
17-Sep-16,1,0.334,0.334,0.257,0.257,0.252,,0.213,0.213,0.231,0.242,0.226,,
18-Sep-16,1,0.337,0.337,0.256,0.256,0.247,,0.211,0.211,0.227,0.245,0.227,,
19-Sep-16,1,0.344,0.344,0.252,0.252,0.246,,0.212,0.212,0.231,0.246,0.22,,
20-Sep-16,1,0.345,0.345,0.25,0.25,0.243,,0.212,0.212,0.227,0.247,0.225,,
21-Sep-16,1,0.335,0.335,0.251,0.251,0.243,,0.213,0.213,0.226,0.247,0.225,,
22-Sep-16,1,0.344,0.344,0.252,0.252,0.245,,0.211,0.211,0.225,0.247,0.224,,
23-Sep-16,1,0.339,0.339,0.251,0.251,0.244,,0.212,0.212,0.224,0.245,0.222,,
24-Sep-16,1,0.343,0.343,0.25,0.25,0.241,,0.215,0.215,0.225,0.246,0.223,,
25-Sep-16,1,0.349,0.349,0.251,0.251,0.239,,0.217,0.217,0.226,0.247,0.223,,
26-Sep-16,1,0.362,0.362,0.251,0.251,0.239,,0.218,0.218,0.227,0.247,0.224,,
27-Sep-16,1,0.368,0.368,0.254,0.254,0.235,,0.212,0.212,0.228,0.248,0.228,,
28-Sep-16,1,0.367,0.367,0.252,0.252,0.236,,0.221,0.221,0.229,0.245,0.233,,
29-Sep-16,1,0.356,0.356,0.255,0.255,0.236,,0.215,0.215,0.229,0.241,0.235,,
30-Sep-16,1,0.352,0.352,0.255,0.255,0.237,,0.215,0.215,0.23,0.242,0.235,,
1-Oct-16,1,0.354,0.354,0.255,0.255,0.235,,0.217,0.217,0.23,0.239,0.236,,
2-Oct-16,1,0.353,0.353,0.257,0.257,0.239,,0.215,0.215,0.229,0.24,0.237,,
3-Oct-16,1,0.364,0.364,0.255,0.255,0.236,,0.215,0.215,0.227,0.24,0.237,,
4-Oct-16,1,0.36,0.36,0.257,0.257,0.239,,0.216,0.216,0.227,0.235,0.24,,
5-Oct-16,1,0.356,0.356,0.256,0.256,0.236,,0.208,0.208,0.223,0.231,0.241,,
6-Oct-16,1,0.357,0.357,0.258,0.258,0.235,,0.208,0.208,0.228,0.221,0.236,,
7-Oct-16,1,0.366,0.366,0.258,0.258,0.236,,0.209,0.209,0.23,0.217,0.237,,
8-Oct-16,1,0.353,0.353,0.259,0.259,0.237,,0.21,0.21,0.237,0.218,0.241,,
9-Oct-16,1,0.353,0.353,0.262,0.262,0.236,,0.21,0.21,0.238,0.219,0.241,,
10-Oct-16,1,0.351,0.351,0.262,0.262,0.239,,0.207,0.207,0.239,0.219,0.242,,
11-Oct-16,1,0.355,0.355,0.261,0.261,0.242,,0.21,0.21,0.243,0.226,0.241,,
12-Oct-16,1,0.359,0.359,0.26,0.26,0.241,,0.209,0.209,0.244,0.227,0.241,,
13-Oct-16,1,0.346,0.346,0.263,0.263,0.25,,0.203,0.203,0.245,0.228,0.246,,
14-Oct-16,1,0.336,0.336,0.265,0.265,0.241,,0.202,0.202,0.247,0.232,0.242,,
15-Oct-16,1,0.347,0.347,0.264,0.264,0.245,,0.204,0.204,0.247,0.236,0.242,,
16-Oct-16,1,0.347,0.347,0.265,0.265,0.246,,0.205,0.205,0.248,0.236,0.242,,
17-Oct-16,1,0.344,0.344,0.266,0.266,0.249,,0.205,0.205,0.25,0.238,0.242,,
18-Oct-16,1,0.351,0.351,0.265,0.265,0.249,,0.214,0.214,0.253,0.238,0.244,,
19-Oct-16,1,0.347,0.347,0.269,0.269,0.25,,0.214,0.214,0.253,0.238,0.245,,
20-Oct-16,1,0.347,0.347,0.269,0.269,0.251,,0.215,0.215,0.254,0.239,0.245,,
21-Oct-16,1,0.347,0.347,0.27,0.27,0.251,,0.216,0.216,0.254,0.24,0.246,,
22-Oct-16,1,0.337,0.337,0.271,0.271,0.256,,0.218,0.218,0.254,0.245,0.25,,
23-Oct-16,1,0.344,0.344,0.274,0.274,0.254,,0.219,0.219,0.257,0.245,0.252,,
24-Oct-16,1,0.355,0.355,0.275,0.275,0.256,,0.22,0.22,0.256,0.248,0.253,,
25-Oct-16,1,0.356,0.356,0.276,0.276,0.256,,0.221,0.221,0.257,0.248,0.253,,
26-Oct-16,1,0.356,0.356,0.276,0.276,0.256,,0.223,0.223,0.258,0.249,0.254,,
27-Oct-16,1,0.354,0.354,0.271,0.271,0.255,,0.222,0.222,0.258,0.245,0.253,,
28-Oct-16,1,0.343,0.343,0.274,0.274,0.252,,0.221,0.221,0.253,0.245,0.254,,
29-Oct-16,1,0.339,0.339,0.277,0.277,0.265,,0.228,0.228,0.249,0.256,0.248,,
30-Oct-16,1,0.343,0.343,0.279,0.279,0.284,,0.227,0.227,0.248,0.256,0.242,,
31-Oct-16,1,0.336,0.336,0.279,0.279,0.276,,0.213,0.213,0.244,0.259,0.243,,
1-Nov-16,1,0.334,0.334,0.281,0.281,0.271,,0.223,0.223,0.245,0.263,0.249,,
2-Nov-16,1,0.335,0.335,0.281,0.281,0.271,,0.222,0.222,0.247,0.261,0.249,,
3-Nov-16,1,0.33,0.33,0.28,0.28,0.271,,0.222,0.222,0.236,0.263,0.243,,
4-Nov-16,1,0.327,0.327,0.281,0.281,0.27,,0.22,0.22,0.234,0.262,0.245,,
5-Nov-16,1,0.328,0.328,0.281,0.281,0.27,,0.221,0.221,0.235,0.262,0.245,,
6-Nov-16,1,0.337,0.337,0.282,0.282,0.261,,0.226,0.226,0.241,0.26,0.244,,
7-Nov-16,1,0.351,0.351,0.284,0.284,0.257,,0.224,0.224,0.244,0.266,0.247,,
8-Nov-16,1,0.353,0.353,0.284,0.284,0.257,,0.224,0.224,0.245,0.267,0.248,,
9-Nov-16,1,0.354,0.354,0.284,0.284,0.257,,0.223,0.223,0.246,0.267,0.248,,
10-Nov-16,1,0.362,0.362,0.286,0.286,0.257,,0.227,0.227,0.245,0.269,0.249,,
11-Nov-16,1,0.363,0.363,0.286,0.286,0.258,,0.227,0.227,0.246,0.27,0.249,,
12-Nov-16,1,0.359,0.359,0.289,0.289,0.255,,0.225,0.225,0.241,0.269,0.256,,
13-Nov-16,1,0.369,0.369,0.289,0.289,0.255,,0.226,0.226,0.245,0.269,0.256,,
14-Nov-16,1,0.377,0.377,0.291,0.291,0.249,,0.233,0.233,0.244,0.272,0.256,,
15-Nov-16,1,0.38,0.38,0.292,0.292,0.25,,0.236,0.236,0.244,0.27,0.257,,
16-Nov-16,1,0.38,0.38,0.295,0.295,0.25,,0.238,0.238,0.243,0.27,0.258,,
17-Nov-16,1,0.385,0.385,0.294,0.294,0.252,,0.237,0.237,0.244,0.27,0.258,,
18-Nov-16,1,0.384,0.384,0.295,0.295,0.253,,0.241,0.241,0.242,0.273,0.259,,
19-Nov-16,1,0.381,0.381,0.293,0.293,0.256,,0.239,0.239,0.243,0.275,0.261,,
